ClavedeFonograma,Titulo,Subtítulo,Intérprete principal,Intérpretes Invitados,Intérprete articipante,Soporte físico,Editora,Número de catálogo,Ciudad de Edición,País de Edición,Año,Pistas,Observaciones
1393,Un coro de delfines,,Cepillín,,,LP,ORFEÓN,LP-S-25-25029,,México,1989,"Lado A: 1. Un coro de delfines (R. Mochulske - R. González - A. Concepción - P. Rossino), 2. Yo tenía una orquesta (Nazareno), 3. La computadora (R. Mochulske - R. González - A. Concepción - P. Rossino), 4. El espacio sideral (R. Mochulske - R. González - A. Concepción - P. Rossino), 5. La gimnasia (R. Mochulske - R. González); Lado B: 1. El parque de diversiones (R. Mochulske - R. González), 2. Tengo un espejo (A. Tolega), 3. Alibombo (W. Valdi - S. Martí), 4. A festejar, Feliz cumpleaños, Feliz en tu día
La mañanitas (R. Mochulske - R. González / D. P. / Gaby, Fofo y Miliki / D. P.), 5. Batdance / Batman (Prince - Vers. En Esp. R. Mochulske - R. González)",
1394,Las canciones de Cepillín,,Martillín,,,LP,Discos Ola,OLP-5077,,México,s/d,"Lado A: 1. En un bosque de la China (R. Ratt), 2. Amor chiquito (N. Farfán - F. López), 3. Popotitos (L. Williams), 4. Pan con mantequilla (L. Perks - J. Tumbow), 5. Fiebre del Cepillín (B. Robin - M. Glob - Okamura); Lado B: 1. Fiebre en el corazón (Engelman - Tena), 2. Blanca Navidad (I. Berlin - R. González), 3. Noche de paz (F. Gruber - Estivil - R. González), 4. Jingle Bells (U. Piertont - P. Bennett - R. González), 5. Yo quiero ser como papá (R. Armenta)",
1395,Nosotros también tenemos la fiebre,,Cepillín,,,LP,ORFEÓN,S.A.5002,,México,1978,"LP 1 Lado A: 1. Fiebre del Cepillín ""Night Fever"" (B. Gibb - R. Gibb - M. Gibb - Okamura), 2. Fiebre en el corazón ""Melodía de Amor"" (H. Salvador - Nájera / Saenz), 3. Pillín oh travuelta, oh travuelta, oh travuelta (R. González - L. Salazar), 4. Fiebre en la escuela (R. González - L. Salazar), 5. Fiebre del Cepillín Bill (L. Salazar); Lado B: 1. Fiebre de la pandilla (R. González - Okamura), 2. Fiebre del viernes en la tarde (R. González - Okamura), 3. Bailando feliz ""Stayin Alive"" (K. Richardson - A. Galuten - Okamura), 4. Fiebre del Socotroco (R. González), 5. Fiebre de la brujita (H. Sainz - V. Valdéz); LP 2 Lado A: 1. Vaselina (Grease) (B. Gibb - Okamura), 2. Soy el campeón (R. González), 3. Rock latino (L. Salazar), 4. El café del rock (R. González - L. Salazar), 5. Noche de verano (Summer nights) (W. Casey - J. Jacobs); Lado B: 1. Eres todo mi amor (Youre the one that I want) (J. Farrar), 2. Vístete de rock (R. González), 3. Bailando el rock (L. Salazar), 4. Matilda (H. Tomas), 5. Speedy González (Kaye - Hill - Lee - V. Valdéz); LP 3 Lado A: 1. En un bosque de la China (R. Ratti), 2. El rey de Hawaii (Omero), 3. Amor chiquito (N. Farfán - F. López), 4. Nene bueno (Luis Covarrubias), 5. La piñatota (R. Hérnandez S.); Lado B: 1. Día de reyes (L. Salazar), 2. Popotitos (L. Williams), 3. Pan con mantequilla (L. Parks - J. Turnbow - J. González), 4. La piñata (F. A. de Astiazarán), 5. El secuestro de la lechuga (R. Sainz - V. Valdéz)",Álbum de tres discos.
1408,Festival infantil de Quico,,Quico,,,LP,EMI Capitol,SLEMNC-845,,México,1976,"LP 1 Lado 1: 1. Anda di que sí (Juan Carlos / Ch. Correa), 2. Me doy (Ma. L. Romero / Ch. Correa), 3. No llores, Quico (Ma. L. Romero / Ch. Correa), 4. Ahora que soy tu amigo (Juan Carlos), 5. El semáforo (Juan Carlos); Lado 2: 1. Chusma, chusma (Juan Carlos / Ch. Correa), 2. Ya cállate, cállate que me desesperas (Juan Carlos / Ch. Correa), 3. No me simpatizas (Juan Carlos), 4. Quico el silbador (Ma. L. Romero / Ch. Correa), 5. No seas flojo (Juan Carlos); LP 2 Lado 1: 1. Yo soy (R. González / Ch. Correa), 2. El sombrero de Gaspar (F. P. Morgades), 3. ¡Ay! cuánta basura (J. Poll / I. Medina), 4. La rueda, rueda (La rueda) (Juan Carlos), 5. La balada de Quico (R. González / Ch. Correa); Lado 2: 1. Borra, borra eso (D. López), 2. Canta y verás (E. Aragón), 3. El chiste del juego (J. Poll / I. Medina), 4. La historia de mi vecina (G. Aragón B. / E. Aragón B. / B. Rodríguez), 5. Llega la Navidad (T. Aragón A.); LP 3 Lado 1: 1. El borriquito (P. P. Calaf), 2. La balada del vagabundo (La ballata del Pedone) (V. Pierantoni), 3. El diablito loco (Pickle up a deodle) (J. Joy), 4. Una sonrisa (Palito Ortega), 5. Qué dije (What´d I say) (R. Charles); Lado 2: 1. Tin marin de do pingüe (L. Guerrero), 2. La hormiga (L. Guerrero), 3. El flautista mágico (M. Morales), 4. Que tengas felicidad (Leo Dan), 5. El martillito (L. Hays / P. Seager)","Álbum de tres discos; solo se cuenta con dos: el segundo y el tercero, pero se registra el contenido del primer disco en esta ficha de acuerdo a la contraportada."
1458,Navidad con Topo Gigio,,Topo Gigio,,,LP,Discos Cisne -RAFF,RF-929,,México,1969,"Lado A: 1. Navidad (J. Lon - Carson - E. Arnold), 2. Spazzacamino (Rusconi - Cherubini), 3. Jingle Bells (Pier), 4. Coro-Coco (Popular), 5. Ay, para Navidad (Popular); Lado B: 1. En un burrito orejón (Schlighter - Castillo), 2. El globito (M. Perego), 3. Noche de paz (Gruber - Giacorma - Curcí), 4. Los Reyes Magos (Popular), 5. Estrellitas de Navidad (M. Perego)",
1459,Cri-Cri Vol. III,,Flavio,,,LP,CORO,CI-111,,México,1968,"Lado A: 1. La marcha de las canicas (F. Gabilondo S.), 2. Las campanitas (F. Gabilondo S.), 3. Lunada (F. Gabilondo S.), 4. El ropavejero (F. Gabilondo S.), 5. El perrito (F. Gabilondo S.); Lado B: 1. Rusiana (F. Gabilondo S.), 2. El fantasma (F. Gabilondo S.), 3. Negrita Cucurumbé (F. Gabilondo S.), 4. Los caballitos (F. Gabilondo S.), 5. Juan Pestañas (F. Gabilondo S.)",
1464,Las ardillitas juguetonas y la amiga lechucita,,"Chucho Rincón (vz), Martha Cano Rincón (vz)",,,LP,Ariola,ML-5077,,México,1978,"Lado A: 1. Baño navideño (R. Méndez del C.), 2. Dos alegres ardillitas (J. Carballo), 3. Mamacita ¿dónde está Santa Claus? (Parker - Grenier - Gutiérrez), 4. Copos de nieve (M. C. Rincón - Ch. Rincón), 5. Rodolfo el reno de la nariz roja (J. Marks); Lado B: 1. Los nenes con los nenes (L. Kalaff), 2. Duerme, duerme (M. C. Rincón - Ch. Rincón), 3. La muñeca de pan (R. Méndez del C.), 4. Piñata navideña (B. Rosalía - M. Rincón), 5. El viejecito en su trineo (M. C. Rincón - Ch. Rincón)",
1474,Las 7 brujitas,,Carlos Oropeza,,,LP,Harmony-CBS,HL-8206,,México,s/d,"Lado 1: 1. Las siete brujitas, 2. La ollita mágica; Lado 2: 1. La cucaracha y la pulguita, 2. La princesa y el chícharo",
1475,Topo Gigio,El mejor regalo de Navidad,Topo Gigio,,"Mario Ferrer (vz), Pepino Mazzullo (vz), Sandy y Pao Ortiz (cr), Rafael Héctor Guadarrama (cr)",LP,Philips-Polygram,MIX 3098,,México,1986,Lado 1: 1. El mejor regalo de Navidad (O. Wilson / C. Gallego / M. Barabino / M. Perego); Lado 2: 1. Los Reyes Magos (A. Ramírez),Otros créditos en contraportada.
1480,Rondas infantiles,,Rondalla Chapultepec,,,LP,Discos Chapultepec,CHE-10008,,México,1978,"Lado 1: 1. A la víbora de la mar, 2. La muñeca, 3. Milano, 4. Amoato, 5. El pescadito; Lado 2: 6. Juan Pirulero, 7. Los perritos, 8. Pinpon, 9. El barquito, 10. El lobo",
1486,Milagro y magia Vol. 3,,Florinda Meza,,"Miguel Palmer (vz), Miguel Ángel Infante (vz), Moisés Suárez (vz), Héctor Yaber (vz), Laura Luz (vz), Leticia Montaño (vz), Alberto Ángel ""El Cuervo"" (vz), Ignacio Gutiérrez (pn), Lorenzo Gutiérrez (vl), Gildardo Mojica (fl)",LP,Discos América,LDD/066,,México,1991,"Lado A: 1. Aristócratas (R. Gómez B. - W. Gutiérrez), 2. Las tardes del Ritz (Retana - Monreal), 3. Uno (Dicepolo - Mores), 4. Su majestad el chotis (M. Font), 5. La machicha (J. Cárdenas - P. Badía), 6. Nocturnal (J. S. Marroquín), 7. Di por qué (F. Gabilondo S.), 8. Hoja seca; Lado B: 1. Cuadros disolventes (vino tinto con sifón) (M. Nieto), 2. A una ola (M. Grever), 3. El negrito bailarín (F. Gabilondo S.), 4. La cita (G. Ruiz), 5. Anoche (G. Curiel), 6. Vagabundo (F. Baena), 7. ¿Tú, dónde estás? (G. Ruiz), 8. Dime (G. Curiel), 9. Cada noche un amor (A. Lara)",
1487,Los éxitos de Cepillín en la voz de Rubén Fernández Chirrión,,Rubén Fernández Chirrión,,Conjunto Les Pipos,LP,Fer Records,FER-562,,México,s/d,"Lado A: 1. En un bosque de la China (R. Ratt), 2. Tomás (Loudermilk - Valdéz), 3. La feria de Cepillín (L. Salazar), 4. Un día con mamá (M. Morales), 5. Las mañanitas (D. P.); Lado B: 1. Vamos a la escuela (R. Sainz - V. Valdéz), 2. Los tres cochinitos (F. Gabilondo S.), 3. Amor chiquito (N. Farfán - F. López), 4. Cepillín (J. R. Vallejo), 5. La fiesta (Ma. E. Aguirre)",
1491,Vibra con El gorila y su pandilla,,El gorila y su pandilla,,,LP,s/d,D-2006,,México,s/d,"Lado 1: 1. Tema del gorila y su pandilla (G. Luna), 2. Loco me volví (F. Soto - A. Luna), 3. Niños, niños (G. Luna), 4. Napolitano (F. Soto - A. Luna), 5. La rumba de la hormiga (G. Luna); Lado 2: 1. Púrpura (G. Luna), 2. En la montaña (F. Luna), 3. Rana, rana (F. Soto - A. Luna), 4. Corre sin parar (C. López), 5. Oky, oink (F. Luna)",
1492,En el Año internacional del niño Los cachorros son el ritmo,,Los cachorros,,,LP,Discos Helix,IMPL 2084,,México,s/d,"Lado A: 1. Casimiro (Bores - Fernández - Angarite), 2. Hay una chica (S. Uc Gutiérrez), 3. Cielito lindo (Q. Mendoza), 4. Mi cafetal (C. Salcedo), 5. La burra de Chencho (K. Seguramay); Lado B: 1. La cucaracha (J. de J. Martínez), 2. Los soldaditos (Ch. Cervantes), 3. Fronteras de mis recuerdos (R. Centeno), 4. Porque tú me has olvidado (S. Uc Gutiérrez), 5. Rosita (D. A. R.)",
1509,Cuentos y canciones infantiles,,s/d,,,LP,Discos FM,"AFM-2007, FM-124, FM-208 y FM-ST.188",,México,s/d,LP 1 Lado A: 1. Caperucita roja; Lado B: 1. El gato con botas; LP 2 Lado A: 1. Blanca Nieves y los siete enanos; Lado B: 1. Los tres cochinitos; LP 3 Lado A: 1. Los tres pelos del diablo; Lado B: 1. La casita de chocolate,Álbum de tres discos.
1510,Chabelo,,Chabelo,,Orquesta de Gustavo Pimentel,LP,DIMSA,DML-9026,,México,1976,"Lado A: 1. Mamacita dónde está Santa Claus (Parker-Grenier-Gutiérrez), 2. Aladino (Cabanillas - Camillomi), 3. Tilin feliz (G. Pimentel), 4. El rock del bebé (S. Buriand - Don Elliot), 5. Patatina (Cicliacci-Meccia); Lado B: 1. Cha cha cha de Navidad (J. L. González), 2. Qué tráfico compadre (Pérez A.), 3. Los juguetes (A. Tatoo), 4. Cha cha cha de be bop (W. Albimoor - J. Rolle), 5. Coco no hay (S. Corona)",
1511,Topo Gigio,,Topo Gigio,,,LP,RAFF,RF-927,,México,1969,"Lado A: 1. Gotas de lluvia sobre mi cabeza (Bacharach - David), 2. Tiritando (Charlie Tonto), 3. La flor de la canela (Ch. Granda), 4. Paloma blanca (Salcomata - Cherubini), 5. Potpourrí. Te regalo mis ojos - Sin condición - Un muchacho igual que todos; Lado B: 1. La nave del olvido (D. Ramos), 2. 44 gatos (Caserini - M. Perego), 3. La malagueña (D. P.), 4. Sombras (Brito - Sansores), 5. La vida en rosa (Louiguy - Piaf), 6. La manera como luces esta noche (Fields - Kern)","En contraportada: ""Milán, Italia, 1959. México, D. F., 1969."""
1512,1er. Festival de la canción infantil de Radio Variedades,,"Chespirito y su compañía. El Chavo (L1, 1, 2), La Chilindrina (L1,1, Lado 2, 1), Popis ( L1, 1), Ñoño (L1, 1, 3),  Doña Florinda (L1, 4, L2, 3), Profesor Jirafales (L1, 5, Lado 2, 2), La Bruja del 71 (L2, 5)","Familia Chavira Oliva (L2, 4)",,LP,Fontana,LPM 10076,,México,1979,"Lado 1: 1. La marcha de los Santos Reyes (J. G. Zúñiga H.), 2. Nueve mayos (V. M. Zaldívar), 3. Paco el bueno (P. Toscano), 4. Y lo amo (C. Hernández), 5. De color de rosa (R. Ortega B.); Lado 2: 1. Mi papi es un papi muy padre (P. Toscano), 2. El burro Matías (J. López M.), 3. La princesa palomita (J. López M.), 4. Escucha a un niño decir (M. Chavira O.), 5. Anhelo (Ma. E. Layé de P.)",Otros créditos en contraportada.
1513,Lupita D´Alessio y Cepillín,,Lupita D´Alessio y Cepillín,,"Alba Zatz (vz), Mary Paz Banquells (vz), Juan Antonio Edwards (vz), Rocío Banquells (vz), Julio Alemán (vz)",LP,ORFEÓN,JM-326,,México,1981,"LP 1 Lado A: 1. Mundo de juguete (Silvetti / Manzanero), 2. Mi gatito Misifu (R. González), 3. Marcelino pan y vino (Savona / Giacobetti / Salazar), 4. Superman I (O. González), 5. Cicati-cika (Chiaravalle / Serengay / Domínguez); LP 1 Lado B: 1. La burrita (V. Romero), 2. Érase una vez (Aveva un bavero) (M. Pnzeri / Ripa / B. Molar), 3. El piojo y la pulga (F. Gil), 4. Canicabezocola (N. Velázquez / V. Capitini / G. Malgoni), 5. Los animalitos del bosque (L. Salazar); LP 2 Lado A: 1. Obertura (O. Hammerstein II / R. Rodgers / A. Carbajal), 2. El eco de la música (The sound of music) (O. Hammerstein II / R. Rodgers / A. Carbajal), 3. Ding-dong (O. Hammerstein II / R. Rodgers / A. Carbajal), 4. María (O. Hammerstein II / R. Rodgers / A. Carbajal), 5. Las cosas que me hacen feliz (Things that make me happy) (O. Hammerstein II / R. Rodgers / A. Carbajal) ; Lado B: 1. Do re mi (O. Hammerstein II / R. Rodgers / A. Carbajal), 2. Tienes dieciséis años (Sixteen going on seventeen) (O. Hammerstein II / R. Rodgers / A. Carbajal), 3. La canción del pastor (Shepherd song) (O. Hammerstein II / R. Rodgers / A. Carbajal), 4. El eco de la música (The sound of music) (O. Hammerstein II / R. Rodgers / A. Carbajal), 5. Edelweiss (O. Hammerstein II / R. Rodgers / A. Carbajal), 6. Sube a la cima (Climb ev´ry mountain) (O. Hammerstein II / R. Rodgers / A. Carbajal); LP 3 Lado A: 1. La plaga (Marascalco / Blackwell), 2. Tomás (Loudermilk / Valdéz), 3. Pan con mantequilla (L. Parks / J. Turnbow / J. González), 4. La carrera del oso (J. P. Richardson / L. Salazar), 5. Popotitos (L. Williams); Lado B: 1. Rock de la carcel (Leiber / Stolier), 2. Speedy González (Kaye / Hill / Lee / J. Valdéz), 3. Café del rock (R. González / L. Salazar), 4. Rock latino (L. Salazar), 5. Matilda (H. Thomas / N. Span)",Álbum de tres discos. Se cuenta solamente con el 1 y el 2. El contenido del tercero fue tomado de la contratapa del fonograma.
1514,Regaliz,,Regaliz,,,LP,MUSART,EDI 60692,,México,1982,"Lado A: 1. Veo, veo, 2. Spiderman, 3. El trenecito, 4. Tom Sawyer, 5. Sube al desván; Lado B: 1. Mujer araña, 2. Ratón vaquero, 3. Scoubidou, 4. En la isla de los monstruos, 5. Vaya mentira",
1557,Un cántico nuevo,,Manuel Bonilla,,Coro de niños Los Ángeles,LP,s/d,1240,,[México],s/d,"Lado A: 1. Pescadores yo os haré, 2. Dos manecitas doy a Cristo, 3. Un cántico nuevo, 4. Pajarito canta tú, 5. Ando con Cristo; Lado B: 1. A la escuela dominical, 2. El hombre sabio, 3. Lámpara es a mis pies tu palabra, 4. Zaqueo, 5. Viene por mí",
1558,Canciones infantiles,,"Yolanda del Campo y Conjunto de Carlos Oropeza, La Cenicienta y su conjunto",,,LP,CORO,SLKI-203,,México,s/d,"Lado A: 1. En el agua clara (D. P.), 2. El músico (D. P.), 3. El patio de mi casa (D. P.), 4. Mambrú (D. P.), 5. A la rorro niño (D. P.), 6. Cantando cantamos (D. P.); Lado B: 1. Patito, patito (D. P.), 2. Los perritos (D. P.), 3. Aserrín, aserrán (D. P.), 4. La viudita (D. P.), 5. Las horas (D. P.), 6. La máquina (D. P.)",
1559,Nachito,,Nachito,,Jimmy y sus bárbaros,LP,Discos Caleidofon,CF-22,,México,s/d,"Lado A: 1. El billetero (R. Inclán), 2. Yo no quiero un hermanito (J. C. Gil), 3. Mi vieja (M. Muñoz), 4. Pedacito de pan (J. Horno - G. Canosa), 5. El niño del tambor (K. K. Davis - Clavero); Lado B: 1. El marcianito (T. de Rose), 2. Mamita mamá (Ch. Miranda), 3. Yo los quiero a los dos (P. Camarena M.), 4. Guitarra (A. Martínez), 5. Esta es la primera vez (G. Correa A.)","Producción, arreglos y dirección: José M. Silva. El intérprete infantil aparentemente es peruano."
1560,Pedrito Fernández,,Pedrito Fernández,,,LP,CBS,DCS-890,,México,1979,"Lado A: 1. Mamá solita (B. Bermúdez), 2. Sin la misma sangre (H. Aguilar), 3. María María (Juan Gabriel), 4. Consejos de un niño (B. Bermúdez), 5. Flor de durazno (B. Bermúdez); Lado B: 1. La del sombrerito (P. Lugo), 2. Seré licenciado (I. Coronel), 3. Flores a mi madre (R. Suárez V.), 4. Mi potro patas blancas (H. Aguilar), 5. Anda a buscar a María (R. Martínez - R. Tovar)",Arreglos y dirección: Pedro Ramírez.
1561,Los niños del mundo,,Topo Gigio,,,LP,Philips,LPR-15334,,México,1987,"Lado 1: 1. Los niños del mundo (R. Mochulske / E. Londaits / Adap. C. Gallego), 2. El mosquito atrevido (R. Mochulske / E. Londaits / C. Gallego / M. Lorena), 3. Mamá maestra (R. Mochulske / E. Londaits / C. Gallego / M. Lorena), 4. Los ruiditos (R. Mochulske / E. Londaits / C. Gallego / M. Lorena), 5. Gigio Kioto (A. Concepción / P. Rossino / J. A. Rota); Lado 2: 1. No controles (I. Cano), 2. Por comer apurado (R. Mochulske / E. Londaits / C. Gallego / M. Lorena), 3. Mamá una hermana más (R. Mochulske / E. Londaist / C. Gallego / M. Lorena), 4. Mi nuevo hermanito (A. Concepción / P. Rossino / J. A. Rota), 5. Super papá (R. Mochulske / E. Londaist / C. Gallego / M. Lorena)",
1562,"Cantar, cantar... jugando con Los pitufos",,Los pitufos,,,LP,HELIX,HXLPI-T-17121,,México,1983,"Lado A: 1. Cantar, cantar (Stand by) (P. Kartner), 2. Dentro de un escaparate (Corbett / de Plesses H.), 3. Blanca nieves y los 7 pitufos (Thuis) (P. Kartner), 4. El pitufo y los indios (E. Mergency / R. Klunz), 5. Hoy es día de fiesta (Kei van amersfoort) (P. Kartner); Lado B: 1. Nuestra alegre canción (Corbett / de Plesses), 2. Carnaval (Aa´ me Hoelala) (P. Kartner), 3. Rock pitufo rock (E. Mergency /Helne / R. Klunz), 4. Anís verde (Mary Rose) (P. Kartner), 5. Venid a mi fiesta a bailar (Corbett / de Plesses)",Incluye una cubierta con las letras de todas las canciones.
1563,Aprende cantando con El duende Bubulín,,El duende Bubulín,,,LP,RCA,MKS-2043,,México,1975,"Lado 1: 1. La sopa (Juan Carlos), 2. Las notas musicales (Juan Carlos), 3. Tengo una casa chiquita (Juan Carlos), 4. Caminar, caminar, caminar (Juan Carlos), 5. Las flores (Juan Carlos); Lado 2: 1. El semáforo (Juan Carlos), 2. La rueda (Juan Carlos), 3. Mariposa (Juan Carlos), 4. Quiero volar, volar, volar (Juan Carlos), 5. Ahora que soy tu amigo (Juan Carlos)",Arreglos y dirección: Chucho Ferrer.
1564,Mundo de colores,El amigo de Dios canta,Pimpollín,,,LP,s/d,s/d,,México,s/d,"Lado A: 1. Hola (N. Rodríguez), 2. Pimpollin (L. García), 3. Amigo (N. Rodríguez), 4. La naranja, 5. Dios está aquí; Lado B: 1. Mundo de colores (N. Rodríguez), 2. Din, don, dan, 3. Los discípulos, 4. Feliz cumpleaños, 5. Despedida",
1565,La protesta infantil,,El payasito Piqui,,,LP,Discos Gas,FLAG-159,,México,1978,"Lado A: 1. La protesta infantil (G. M. Guerrero), 2. El relato (G. M. Guerrero), 3. La solución somos los niños (G. M. Guerrero), 4. El amigo verdadero (G. M. Guerrero); Lado B: 1. Tema de Piqui (G. M. Guerrero), 2. La fe de los animales (A. Muñoz A.), 3. Vamos a estudiar (G. M. Guerrero), 4. La guerra infantil (G. M. Guerrero)",
1566,El japonesito,Baby´s Gang,Baby´s Gang,,,LP,Discos Peerless,M/S 2415-7,,México,1986,"Lado A: 1. My Little Japanese boy - Mi pequeño japonesito (I. Spagna - A. Pignagnoli), 2. Step by Step -Paso a paso (I. Spagna - A. Pignagnoli), 3. Challenger -Desafío (I. Spagna - A. Pignagnoli), 4. Happy Birthday (to my mammy) - Feliz cumpleaños (a mi mamá) (I. Spagna - A. Pignagnoli); Lado B: 1. América (I. Spagna - A. Pignagnoli), 2. Happy Song -Canción feliz (I, Spagna - O. Bacciochi - Abacab), 3. Jamin -Aglomerados (I. Spagna - A. Pignagnoli)",
1567,Los Dwendolines,,Los Dwendolines,,,LP,Ramex,LP/FI-130,,México,1982,"Lado A: 1. Popeye (M. Cruz), 2. La banda viajera (J. C. Fogerty), 3. Físico (S. Kipner T.), 4. Así son (C. Peña), 5. Cuando un niño nace (C. Peña); Lado B: 1. Mosaico navideño (Renacimiento 74), 2. El marcianito BZZ...BZZ...(J. de J. Morales), 3. Escuadrón infantil (C. Peña), 4. Con el uno y con el dos (M. Rodríguez de H.), 5. Country rock de mi rancho (C. Peña)",
1568,Batimix de Micro Chips,,Micro Chips,,,LP,Melody,SU/082,,México,1989,Lado A: 1. América musical (Tito - M. Lafontaine / R. Ochoa); Lado B: 2. América musical (Tito - M. Lafontaine / R. Ochoa),Otros créditos en la portada.
1600,"Cuentos, juegos y rondas infantiles Vol. I, Vol. II y Vol. III",,Carmelita Molina,,,LP,Son-Art,AS-2013,,México,s/d,"LP 1 Lado A: 1. El juego de Juan Pirulero (D. P.), 2. Un día mi príncipe vendrá, 3. Ti toc...tic toc...(C. Molina), 4. Tengo una muñeca vestida de azul (D. P.), 5. La bella durmiente, 6. El trenecito (C. Molina); Lado B: 1. La rueda (D. P.), 2. Peter Pan, 3. El Profesor (C. Molina), 4. El verde limón (D. P.), 5. Quién teme al lobo feroz, 6. Mi muñeca (C. Molina); LP 2 Lado A: 1. Todas las mañanas (D. P.), 2. El burrito fortachón (C. Molina), 3. Dame un silbidito, 4. Arroz con leche (D. P.), 5. Cenicienta Bidibi-Bi-Bodidi-Bu, 6. La vaquita (C. Molina); Lado B: 1. Hilos de oro, hilos de plata (D. P.), 2. La marcha de Mickey Mouse (W. Disney), 3. Chipi... Chipi... (C. Molina), 4. Qué lindas son las aves (D. P.), 5. El amor es una canción (), 6. Campanitas de mi hogar (C. Molina); LP 3 Lado A: 1. Ya viene la niña (D. P.), 2. Un aguacerito, 3. La bandera (C. Molina), 4. Yo no soy buena moza (D. P.), 5. Hai ho Hai ho…, 6. Mañanitas (C. Molina). Lado B: 1. San Juan Bailón (D. P.), 2. Un sueño es un deseo, 3. La hormiguita afanosa (C. Molina), 4. Amapolita morada (Las mañanitas del Rey David) (D. P.), 5. El arte para mí, 6. La orquesta (C. Molina)","Álbum de tres discos. Vol I, Vol. II y Vol. III. Las siguientes canciones están tomadas de diferentes películas de Walt Disney: Disco 1, lado A, pista 2, Un día mi príncipe vendrá (de Blanca Nieves y los 7 enanos); pista 5, Peter Pan (de  la película del mismo nombre); lado B, pista 5, Quién teme al lobo feroz (de Los tres cochinitos); Disco 2, lado A, pista 3, Dame un silbidito (de Pinocho); pista 5, Cenicienta Bidi-Bodidi-Bu (de La Cenicienta); lado B, El amor es una canción (de Bambi); Disco 3, lado A, pista 2, Un aguacerito (de Bambi); pista 5 Hai ho hai ho (de Blanca Nieves y los 7 enanos); lado B, pista 2,  Un sueño es un deseo (de La Cenicienta), pista 5, El arte para mí (de Pinocho)."
1601,Infantiles favoritas Vol. 10,,Milissa Sierra. Las ardillitas,,,LP,CBS,DP-23 17-04-196,,México,s/d,"Lado A: 1. Caperucita Roja. Cuento, interpretación musical (T. Enríquez - M. Sierra), 2. Arroz con leche, 3. Sobre el puente de Avignon, 4. Mambrú se fue a la guerra; Lado B: 1. Blanca Nieves y los siete enanos. Cuento, interpretación musical (T. Enríquez - M. Sierra), 2. Aserrín, aserrán, 3. Tengo una muñeca, 4. Cu-cu cantaba la rana","En portada: ""Glammur presenta"". Se refiere al patrocinador."
1602,Aprende cantando y bailando las tablas de multiplicar,,Bozo. El payaso de los niños,,,LP,Discos Rex,R-709,,México,1980,"Lado 1: 1. Tabla de multiplicar del 1 (C. Molina), 2. Tabla de multiplicar del 2 (C. Molina), 3. Tabla de multiplicar del 3 (C. Molina), 4. Tabla de multiplicar del 4 (C. Molina), 5. Tabla de multiplicar del 5 (C. Molina); Lado 2: 1. Tabla de multiplicar del 6 (C. Molina), 2. Tabla de multiplicar del 7 (C. Molina), 3. Tabla de multiplicar del 8 (C. Molina), 4. Tabla de multiplicar del 9 (C. Molina), 5. Tabla de multiplicar del 10 (C. Molina)",Libreto y temas musicales: Carmelita Molina. Arreglos musicales: Jorge Ortega. Producción general: Jorge Acosta Segura.
1603,Lira Infantil,Primera parte. Material pedagógico,Imelda Rosado,,Judith Pérez Romero (pn),LP,s/d,1009,,México,s/d,"Lado A: 1. Dedicatoria (H. Vázquez M.), 2. La ""A"" (E. Vázquez M.), 3. La ""E"" (E. Vázquez M.), 4. La ""I"" (E. Vázquez M.), 5. La ""O"" (E. Vázquez M.), 6. La ""U"" (H. Vázquez M.), 7. La ""M"" (E. Vázquez M.), 8. La ""P"" (E. Vázquez M.); Lado B: 1. La ""N"" (H. Vázquez M.), 2. La""S"" (E. Vázquez M.), 3. La ""D"" (E. Vázquez M.), 4. La ""L"" (H. Vázquez M.), 5. La ""T"" (H. Vázquez M.), 6. La ""C"" (H. Vázquez M.), 7. La ""Q"" (E. Vázquez M.), 8. La ""B"" (H. Vázquez M.)","En la portada se indica: Enseñanza fácil, amena, alegre. Arreglos: José M. López Sánchez."
1604,Plaza Sésamo,,"Jaime Garza, Alejandro Ibarra, Raúl Rossi, Rosalía Valdez, Jaime Vega, Alberto Rodríguez Estrella, Rocío Ortiz, Romelia Agüero, Ana Silvia Garza, Justo Martínez, Salvador Sánchez",,,LP,Golondrina,LPLPG-03120,,México,1983,"Lado A: 1. Tema entrada (M. Méndez G.), 2. Tema de Sebastián (A. Dávila / M. Méndez G.), 3. La música (R. Valdez / M. Méndez G.), 4. ¿Por qué? (A. Rubín / M. Méndez G.), 5. Descubrir (P. Damián / M. Méndez G.), 6. Sésamo nos dice (R. Valdez / M. Méndez G.); Lado B: 1. Canción de Plaza Sésamo (A. Dávila / M. Méndez G.), 2. Cooperando (A. Rubín / M. Méndez G.), 3. Nada es fácil de arreglar (L. Sandoval / M. Méndez G.), 4. Viajen con su imaginación (L. Sandoval / M. Méndez G.), 5. Canción de Ana y Miguel (P. Damián / M. Méndez G.), 6. Cumbia del perico (L. Sandoval / M. Méndez G.)","En contraportada: Hecho en México por Gamma, S. A."
